ID,NOME,VALOR
695,NOME 695,695000.55
696,NOME 696,696000.55
697,NOME 697,697000.55
698,NOME 698,698000.55
699,NOME 699,699000.55
700,NOME 700,700000.55
701,NOME 701,701000.55
702,NOME 702,702000.55
703,NOME 703,703000.55
704,NOME 704,704000.55
705,NOME 705,705000.55
706,NOME 706,706000.55
707,NOME 707,707000.55
708,NOME 708,708000.55
709,NOME 709,709000.55
710,NOME 710,710000.55
711,NOME 711,711000.55
712,NOME 712,712000.55
713,NOME 713,713000.55
714,NOME 714,714000.55
715,NOME 715,715000.55
716,NOME 716,716000.55
717,NOME 717,717000.55
718,NOME 718,718000.55
719,NOME 719,719000.55
720,NOME 720,720000.55
721,NOME 721,721000.55
722,NOME 722,722000.55
723,NOME 723,723000.55
724,NOME 724,724000.55
725,NOME 725,725000.55
726,NOME 726,726000.55
727,NOME 727,727000.55
728,NOME 728,728000.55
729,NOME 729,729000.55
730,NOME 730,730000.55
731,NOME 731,731000.55
732,NOME 732,732000.55
733,NOME 733,733000.55
734,NOME 734,734000.55
735,NOME 735,735000.55
736,NOME 736,736000.55
737,NOME 737,737000.55
738,NOME 738,738000.55
739,NOME 739,739000.55
740,NOME 740,740000.55
741,NOME 741,741000.55
742,NOME 742,742000.55
743,NOME 743,743000.55
744,NOME 744,744000.55
745,NOME 745,745000.55
746,NOME 746,746000.55
747,NOME 747,747000.55
748,NOME 748,748000.55
749,NOME 749,749000.55
750,NOME 750,750000.55
751,NOME 751,751000.55
752,NOME 752,752000.55
753,NOME 753,753000.55
754,NOME 754,754000.55
755,NOME 755,755000.55
756,NOME 756,756000.55
757,NOME 757,757000.55
758,NOME 758,758000.55
759,NOME 759,759000.55
760,NOME 760,760000.55
761,NOME 761,761000.55
762,NOME 762,762000.55
763,NOME 763,763000.55
764,NOME 764,764000.55
765,NOME 765,765000.55
766,NOME 766,766000.55
767,NOME 767,767000.55
768,NOME 768,768000.55
769,NOME 769,769000.55
770,NOME 770,770000.55
771,NOME 771,771000.55
772,NOME 772,772000.55
773,NOME 773,773000.55
774,NOME 774,774000.55
775,NOME 775,775000.55
776,NOME 776,776000.55
777,NOME 777,777000.55
778,NOME 778,778000.55
779,NOME 779,779000.55
780,NOME 780,780000.55
781,NOME 781,781000.55
782,NOME 782,782000.55
783,NOME 783,783000.55
784,NOME 784,784000.55
785,NOME 785,785000.55
786,NOME 786,786000.55
787,NOME 787,787000.55
788,NOME 788,788000.55
789,NOME 789,789000.55
790,NOME 790,790000.55
791,NOME 791,791000.55
792,NOME 792,792000.55
793,NOME 793,793000.55
794,NOME 794,794000.55
795,NOME 795,795000.55
796,NOME 796,796000.55
797,NOME 797,797000.55
798,NOME 798,798000.55
799,NOME 799,799000.55
800,NOME 800,800000.55
801,NOME 801,801000.55
802,NOME 802,802000.55
803,NOME 803,803000.55
804,NOME 804,804000.55
805,NOME 805,805000.55
806,NOME 806,806000.55
807,NOME 807,807000.55
808,NOME 808,808000.55
809,NOME 809,809000.55
810,NOME 810,810000.55
811,NOME 811,811000.55
812,NOME 812,812000.55
813,NOME 813,813000.55
814,NOME 814,814000.55
815,NOME 815,815000.55
816,NOME 816,816000.55
817,NOME 817,817000.55
818,NOME 818,818000.55
819,NOME 819,819000.55
820,NOME 820,820000.55
821,NOME 821,821000.55
822,NOME 822,822000.55
823,NOME 823,823000.55
824,NOME 824,824000.55
825,NOME 825,825000.55
826,NOME 826,826000.55
827,NOME 827,827000.55
828,NOME 828,828000.55
829,NOME 829,829000.55
830,NOME 830,830000.55
831,NOME 831,831000.55
832,NOME 832,832000.55
833,NOME 833,833000.55
834,NOME 834,834000.55
835,NOME 835,835000.55
836,NOME 836,836000.55
837,NOME 837,837000.55
838,NOME 838,838000.55
839,NOME 839,839000.55
840,NOME 840,840000.55
841,NOME 841,841000.55
842,NOME 842,842000.55
843,NOME 843,843000.55
844,NOME 844,844000.55
845,NOME 845,845000.55
846,NOME 846,846000.55
847,NOME 847,847000.55
848,NOME 848,848000.55
849,NOME 849,849000.55
850,NOME 850,850000.55
851,NOME 851,851000.55
852,NOME 852,852000.55
853,NOME 853,853000.55
854,NOME 854,854000.55
855,NOME 855,855000.55
856,NOME 856,856000.55
857,NOME 857,857000.55
858,NOME 858,858000.55
859,NOME 859,859000.55
860,NOME 860,860000.55
861,NOME 861,861000.55
862,NOME 862,862000.55
863,NOME 863,863000.55
864,NOME 864,864000.55
865,NOME 865,865000.55
866,NOME 866,866000.55
867,NOME 867,867000.55
868,NOME 868,868000.55
869,NOME 869,869000.55
870,NOME 870,870000.55
871,NOME 871,871000.55
872,NOME 872,872000.55
873,NOME 873,873000.55
874,NOME 874,874000.55
875,NOME 875,875000.55
876,NOME 876,876000.55
877,NOME 877,877000.55
878,NOME 878,878000.55
879,NOME 879,879000.55
880,NOME 880,880000.55
881,NOME 881,881000.55
882,NOME 882,882000.55
883,NOME 883,883000.55
884,NOME 884,884000.55
885,NOME 885,885000.55
886,NOME 886,886000.55
887,NOME 887,887000.55
888,NOME 888,888000.55
889,NOME 889,889000.55
890,NOME 890,890000.55
891,NOME 891,891000.55
892,NOME 892,892000.55
893,NOME 893,893000.55
894,NOME 894,894000.55
895,NOME 895,895000.55
896,NOME 896,896000.55
897,NOME 897,897000.55
898,NOME 898,898000.55
899,NOME 899,899000.55
900,NOME 900,900000.55
901,NOME 901,901000.55
902,NOME 902,902000.55
903,NOME 903,903000.55
904,NOME 904,904000.55
905,NOME 905,905000.55
906,NOME 906,906000.55
907,NOME 907,907000.55
908,NOME 908,908000.55
909,NOME 909,909000.55
910,NOME 910,910000.55
911,NOME 911,911000.55
912,NOME 912,912000.55
913,NOME 913,913000.55
914,NOME 914,914000.55
915,NOME 915,915000.55
916,NOME 916,916000.55
917,NOME 917,917000.55
918,NOME 918,918000.55
919,NOME 919,919000.55
920,NOME 920,920000.55
921,NOME 921,921000.55
922,NOME 922,922000.55
923,NOME 923,923000.55
924,NOME 924,924000.55
925,NOME 925,925000.55
926,NOME 926,926000.55
927,NOME 927,927000.55
928,NOME 928,928000.55
929,NOME 929,929000.55
930,NOME 930,930000.55
931,NOME 931,931000.55
932,NOME 932,932000.55
933,NOME 933,933000.55
934,NOME 934,934000.55
935,NOME 935,935000.55
936,NOME 936,936000.55
937,NOME 937,937000.55
938,NOME 938,938000.55
939,NOME 939,939000.55
940,NOME 940,940000.55
941,NOME 941,941000.55
942,NOME 942,942000.55
943,NOME 943,943000.55
944,NOME 944,944000.55
945,NOME 945,945000.55
946,NOME 946,946000.55
947,NOME 947,947000.55
948,NOME 948,948000.55
949,NOME 949,949000.55
950,NOME 950,950000.55
951,NOME 951,951000.55
952,NOME 952,952000.55
953,NOME 953,953000.55
954,NOME 954,954000.55
955,NOME 955,955000.55
956,NOME 956,956000.55
957,NOME 957,957000.55
958,NOME 958,958000.55
959,NOME 959,959000.55
960,NOME 960,960000.55
961,NOME 961,961000.55
962,NOME 962,962000.55
963,NOME 963,963000.55
964,NOME 964,964000.55
965,NOME 965,965000.55
966,NOME 966,966000.55
967,NOME 967,967000.55
968,NOME 968,968000.55
969,NOME 969,969000.55
970,NOME 970,970000.55
971,NOME 971,971000.55
972,NOME 972,972000.55
973,NOME 973,973000.55
974,NOME 974,974000.55
975,NOME 975,975000.55
976,NOME 976,976000.55
977,NOME 977,977000.55
978,NOME 978,978000.55
979,NOME 979,979000.55
980,NOME 980,980000.55
981,NOME 981,981000.55
982,NOME 982,982000.55
983,NOME 983,983000.55
984,NOME 984,984000.55
985,NOME 985,985000.55
986,NOME 986,986000.55
987,NOME 987,987000.55
988,NOME 988,988000.55
989,NOME 989,989000.55
990,NOME 990,990000.55
991,NOME 991,991000.55
992,NOME 992,992000.55
993,NOME 993,993000.55
994,NOME 994,994000.55
995,NOME 995,995000.55
996,NOME 996,996000.55
997,NOME 997,997000.55
998,NOME 998,998000.55
999,NOME 999,999000.55
1000,NOME 1000,1000000.55
1001,NOME 1001,1001000.55
1002,NOME 1002,1002000.55
1003,NOME 1003,1003000.55
1004,NOME 1004,1004000.55
1005,NOME 1005,1005000.55
1006,NOME 1006,1006000.55
1007,NOME 1007,1007000.55
1008,NOME 1008,1008000.55
1009,NOME 1009,1009000.55
1010,NOME 1010,1010000.55
1011,NOME 1011,1011000.55
1012,NOME 1012,1012000.55
1013,NOME 1013,1013000.55
1014,NOME 1014,1014000.55
1015,NOME 1015,1015000.55
1016,NOME 1016,1016000.55
1017,NOME 1017,1017000.55
1018,NOME 1018,1018000.55
1019,NOME 1019,1019000.55
1020,NOME 1020,1020000.55
1021,NOME 1021,1021000.55
1022,NOME 1022,1022000.55
1023,NOME 1023,1023000.55
1024,NOME 1024,1024000.55
1025,NOME 1025,1025000.55
1026,NOME 1026,1026000.55
1027,NOME 1027,1027000.55
1028,NOME 1028,1028000.55
1029,NOME 1029,1029000.55
1030,NOME 1030,1030000.55
1031,NOME 1031,1031000.55
1032,NOME 1032,1032000.55
1033,NOME 1033,1033000.55
1034,NOME 1034,1034000.55
1035,NOME 1035,1035000.55
1036,NOME 1036,1036000.55
1037,NOME 1037,1037000.55
1038,NOME 1038,1038000.55
1039,NOME 1039,1039000.55
1040,NOME 1040,1040000.55
1041,NOME 1041,1041000.55
1042,NOME 1042,1042000.55
1043,NOME 1043,1043000.55
1044,NOME 1044,1044000.55
1045,NOME 1045,1045000.55
1046,NOME 1046,1046000.55
1047,NOME 1047,1047000.55
1048,NOME 1048,1048000.55
1049,NOME 1049,1049000.55
1050,NOME 1050,1050000.55
1051,NOME 1051,1051000.55
1052,NOME 1052,1052000.55
1053,NOME 1053,1053000.55
1054,NOME 1054,1054000.55
1055,NOME 1055,1055000.55
1056,NOME 1056,1056000.55
1057,NOME 1057,1057000.55
1058,NOME 1058,1058000.55
1059,NOME 1059,1059000.55
1060,NOME 1060,1060000.55
1061,NOME 1061,1061000.55
1062,NOME 1062,1062000.55
1063,NOME 1063,1063000.55
1064,NOME 1064,1064000.55
1065,NOME 1065,1065000.55
1066,NOME 1066,1066000.55
1067,NOME 1067,1067000.55
1068,NOME 1068,1068000.55
1069,NOME 1069,1069000.55
1070,NOME 1070,1070000.55
1071,NOME 1071,1071000.55
1072,NOME 1072,1072000.55
1073,NOME 1073,1073000.55
1074,NOME 1074,1074000.55
1075,NOME 1075,1075000.55
1076,NOME 1076,1076000.55
1077,NOME 1077,1077000.55
1078,NOME 1078,1078000.55
1079,NOME 1079,1079000.55
1080,NOME 1080,1080000.55
1081,NOME 1081,1081000.55
1082,NOME 1082,1082000.55
1083,NOME 1083,1083000.55
1084,NOME 1084,1084000.55
1085,NOME 1085,1085000.55
1086,NOME 1086,1086000.55
1087,NOME 1087,1087000.55
1088,NOME 1088,1088000.55
1089,NOME 1089,1089000.55
1090,NOME 1090,1090000.55
1091,NOME 1091,1091000.55
1092,NOME 1092,1092000.55
1093,NOME 1093,1093000.55
1094,NOME 1094,1094000.55
1095,NOME 1095,1095000.55
1096,NOME 1096,1096000.55
1097,NOME 1097,1097000.55
1098,NOME 1098,1098000.55
1099,NOME 1099,1099000.55
1100,NOME 1100,1100000.55
1101,NOME 1101,1101000.55
1102,NOME 1102,1102000.55
1103,NOME 1103,1103000.55
1104,NOME 1104,1104000.55
1105,NOME 1105,1105000.55
1106,NOME 1106,1106000.55
1107,NOME 1107,1107000.55
1108,NOME 1108,1108000.55
1109,NOME 1109,1109000.55
1110,NOME 1110,1110000.55
1111,NOME 1111,1111000.55
1112,NOME 1112,1112000.55
1113,NOME 1113,1113000.55
1114,NOME 1114,1114000.55
1115,NOME 1115,1115000.55
1116,NOME 1116,1116000.55
1117,NOME 1117,1117000.55
1118,NOME 1118,1118000.55
1119,NOME 1119,1119000.55
1120,NOME 1120,1120000.55
1121,NOME 1121,1121000.55
1122,NOME 1122,1122000.55
1123,NOME 1123,1123000.55
1124,NOME 1124,1124000.55
1125,NOME 1125,1125000.55
1126,NOME 1126,1126000.55
1127,NOME 1127,1127000.55
1128,NOME 1128,1128000.55
1129,NOME 1129,1129000.55
1130,NOME 1130,1130000.55
1131,NOME 1131,1131000.55
1132,NOME 1132,1132000.55
1133,NOME 1133,1133000.55
1134,NOME 1134,1134000.55
1135,NOME 1135,1135000.55
1136,NOME 1136,1136000.55
1137,NOME 1137,1137000.55
1138,NOME 1138,1138000.55
1139,NOME 1139,1139000.55
1140,NOME 1140,1140000.55
1141,NOME 1141,1141000.55
1142,NOME 1142,1142000.55
1143,NOME 1143,1143000.55
1144,NOME 1144,1144000.55
1145,NOME 1145,1145000.55
1146,NOME 1146,1146000.55
1147,NOME 1147,1147000.55
1148,NOME 1148,1148000.55
1149,NOME 1149,1149000.55
1150,NOME 1150,1150000.55
1151,NOME 1151,1151000.55
1152,NOME 1152,1152000.55
1153,NOME 1153,1153000.55
1154,NOME 1154,1154000.55
1155,NOME 1155,1155000.55
1156,NOME 1156,1156000.55
1157,NOME 1157,1157000.55
1158,NOME 1158,1158000.55
1159,NOME 1159,1159000.55
1160,NOME 1160,1160000.55
1161,NOME 1161,1161000.55
1162,NOME 1162,1162000.55
1163,NOME 1163,1163000.55
1164,NOME 1164,1164000.55
1165,NOME 1165,1165000.55
1166,NOME 1166,1166000.55
1167,NOME 1167,1167000.55
1168,NOME 1168,1168000.55
1169,NOME 1169,1169000.55
1170,NOME 1170,1170000.55
1171,NOME 1171,1171000.55
1172,NOME 1172,1172000.55
1173,NOME 1173,1173000.55
1174,NOME 1174,1174000.55
1175,NOME 1175,1175000.55
1176,NOME 1176,1176000.55
1177,NOME 1177,1177000.55
1178,NOME 1178,1178000.55
1179,NOME 1179,1179000.55
1180,NOME 1180,1180000.55
1181,NOME 1181,1181000.55
1182,NOME 1182,1182000.55
1183,NOME 1183,1183000.55
1184,NOME 1184,1184000.55
1185,NOME 1185,1185000.55
1186,NOME 1186,1186000.55
1187,NOME 1187,1187000.55
1188,NOME 1188,1188000.55
1189,NOME 1189,1189000.55
1190,NOME 1190,1190000.55
1191,NOME 1191,1191000.55
1192,NOME 1192,1192000.55
1193,NOME 1193,1193000.55
1194,NOME 1194,1194000.55
1195,NOME 1195,1195000.55
1196,NOME 1196,1196000.55
1197,NOME 1197,1197000.55
1198,NOME 1198,1198000.55
1199,NOME 1199,1199000.55
1200,NOME 1200,1200000.55
1201,NOME 1201,1201000.55
1202,NOME 1202,1202000.55
1203,NOME 1203,1203000.55
1204,NOME 1204,1204000.55
1205,NOME 1205,1205000.55
1206,NOME 1206,1206000.55
1207,NOME 1207,1207000.55
1208,NOME 1208,1208000.55
1209,NOME 1209,1209000.55
1210,NOME 1210,1210000.55
1211,NOME 1211,1211000.55
1212,NOME 1212,1212000.55
1213,NOME 1213,1213000.55
1214,NOME 1214,1214000.55
1215,NOME 1215,1215000.55
1216,NOME 1216,1216000.55
1217,NOME 1217,1217000.55
1218,NOME 1218,1218000.55
1219,NOME 1219,1219000.55
1220,NOME 1220,1220000.55
1221,NOME 1221,1221000.55
1222,NOME 1222,1222000.55
1223,NOME 1223,1223000.55
1224,NOME 1224,1224000.55
1225,NOME 1225,1225000.55
1226,NOME 1226,1226000.55
1227,NOME 1227,1227000.55
1228,NOME 1228,1228000.55
1229,NOME 1229,1229000.55
1230,NOME 1230,1230000.55
1231,NOME 1231,1231000.55
1232,NOME 1232,1232000.55
1233,NOME 1233,1233000.55
1234,NOME 1234,1234000.55
1235,NOME 1235,1235000.55
1236,NOME 1236,1236000.55
1237,NOME 1237,1237000.55
1238,NOME 1238,1238000.55
1239,NOME 1239,1239000.55
1240,NOME 1240,1240000.55
1241,NOME 1241,1241000.55
1242,NOME 1242,1242000.55
1243,NOME 1243,1243000.55
1244,NOME 1244,1244000.55
1245,NOME 1245,1245000.55
1246,NOME 1246,1246000.55
1247,NOME 1247,1247000.55
1248,NOME 1248,1248000.55
1249,NOME 1249,1249000.55
1250,NOME 1250,1250000.55
1251,NOME 1251,1251000.55
1252,NOME 1252,1252000.55
1253,NOME 1253,1253000.55
1254,NOME 1254,1254000.55
1255,NOME 1255,1255000.55
1256,NOME 1256,1256000.55
1257,NOME 1257,1257000.55
1258,NOME 1258,1258000.55
1259,NOME 1259,1259000.55
1260,NOME 1260,1260000.55
1261,NOME 1261,1261000.55
1262,NOME 1262,1262000.55
1263,NOME 1263,1263000.55
1264,NOME 1264,1264000.55
1265,NOME 1265,1265000.55
1266,NOME 1266,1266000.55
1267,NOME 1267,1267000.55
1268,NOME 1268,1268000.55
1269,NOME 1269,1269000.55
1270,NOME 1270,1270000.55
1271,NOME 1271,1271000.55
1272,NOME 1272,1272000.55
1273,NOME 1273,1273000.55
1274,NOME 1274,1274000.55
1275,NOME 1275,1275000.55
1276,NOME 1276,1276000.55
1277,NOME 1277,1277000.55
1278,NOME 1278,1278000.55
1279,NOME 1279,1279000.55
1280,NOME 1280,1280000.55
1281,NOME 1281,1281000.55
1282,NOME 1282,1282000.55
1283,NOME 1283,1283000.55
1284,NOME 1284,1284000.55
1285,NOME 1285,1285000.55
1286,NOME 1286,1286000.55
1287,NOME 1287,1287000.55
1288,NOME 1288,1288000.55
1289,NOME 1289,1289000.55
1290,NOME 1290,1290000.55
1291,NOME 1291,1291000.55
1292,NOME 1292,1292000.55
1293,NOME 1293,1293000.55
1294,NOME 1294,1294000.55
1295,NOME 1295,1295000.55
1296,NOME 1296,1296000.55
1297,NOME 1297,1297000.55
1298,NOME 1298,1298000.55
1299,NOME 1299,1299000.55
1300,NOME 1300,1300000.55
1301,NOME 1301,1301000.55
1302,NOME 1302,1302000.55
1303,NOME 1303,1303000.55
1304,NOME 1304,1304000.55
1305,NOME 1305,1305000.55
1306,NOME 1306,1306000.55
1307,NOME 1307,1307000.55
1308,NOME 1308,1308000.55
1309,NOME 1309,1309000.55
1310,NOME 1310,1310000.55
1311,NOME 1311,1311000.55
1312,NOME 1312,1312000.55
1313,NOME 1313,1313000.55
1314,NOME 1314,1314000.55
1315,NOME 1315,1315000.55
1316,NOME 1316,1316000.55
1317,NOME 1317,1317000.55
1318,NOME 1318,1318000.55
1319,NOME 1319,1319000.55
1320,NOME 1320,1320000.55
1321,NOME 1321,1321000.55
1322,NOME 1322,1322000.55
1323,NOME 1323,1323000.55
1324,NOME 1324,1324000.55
1325,NOME 1325,1325000.55
1326,NOME 1326,1326000.55
1327,NOME 1327,1327000.55
1328,NOME 1328,1328000.55
1329,NOME 1329,1329000.55
1330,NOME 1330,1330000.55
1331,NOME 1331,1331000.55
1332,NOME 1332,1332000.55
1333,NOME 1333,1333000.55
1334,NOME 1334,1334000.55
1335,NOME 1335,1335000.55
1336,NOME 1336,1336000.55
1337,NOME 1337,1337000.55
1338,NOME 1338,1338000.55
1339,NOME 1339,1339000.55
1340,NOME 1340,1340000.55
1341,NOME 1341,1341000.55
1342,NOME 1342,1342000.55
1343,NOME 1343,1343000.55
1344,NOME 1344,1344000.55
1345,NOME 1345,1345000.55
1346,NOME 1346,1346000.55
1347,NOME 1347,1347000.55
1348,NOME 1348,1348000.55
1349,NOME 1349,1349000.55
1350,NOME 1350,1350000.55
1351,NOME 1351,1351000.55
1352,NOME 1352,1352000.55
1353,NOME 1353,1353000.55
1354,NOME 1354,1354000.55
1355,NOME 1355,1355000.55
1356,NOME 1356,1356000.55
1357,NOME 1357,1357000.55
1358,NOME 1358,1358000.55
1359,NOME 1359,1359000.55
1360,NOME 1360,1360000.55
1361,NOME 1361,1361000.55
1362,NOME 1362,1362000.55
1363,NOME 1363,1363000.55
1364,NOME 1364,1364000.55
1365,NOME 1365,1365000.55
1366,NOME 1366,1366000.55
1367,NOME 1367,1367000.55
1368,NOME 1368,1368000.55
1369,NOME 1369,1369000.55
1370,NOME 1370,1370000.55
1371,NOME 1371,1371000.55
1372,NOME 1372,1372000.55
1373,NOME 1373,1373000.55
1374,NOME 1374,1374000.55
1375,NOME 1375,1375000.55
1376,NOME 1376,1376000.55
1377,NOME 1377,1377000.55
1378,NOME 1378,1378000.55
1379,NOME 1379,1379000.55
1380,NOME 1380,1380000.55
1381,NOME 1381,1381000.55
1382,NOME 1382,1382000.55
1383,NOME 1383,1383000.55
1384,NOME 1384,1384000.55
1385,NOME 1385,1385000.55
1386,NOME 1386,1386000.55
1387,NOME 1387,1387000.55
1388,NOME 1388,1388000.55
1389,NOME 1389,1389000.55
1390,NOME 1390,1390000.55
1391,NOME 1391,1391000.55
1392,NOME 1392,1392000.55
1393,NOME 1393,1393000.55
1394,NOME 1394,1394000.55
1395,NOME 1395,1395000.55
1396,NOME 1396,1396000.55
1397,NOME 1397,1397000.55
1398,NOME 1398,1398000.55
1399,NOME 1399,1399000.55
1400,NOME 1400,1400000.55
1401,NOME 1401,1401000.55
1402,NOME 1402,1402000.55
1403,NOME 1403,1403000.55
1404,NOME 1404,1404000.55
1405,NOME 1405,1405000.55
1406,NOME 1406,1406000.55
1407,NOME 1407,1407000.55
1408,NOME 1408,1408000.55
1409,NOME 1409,1409000.55
1410,NOME 1410,1410000.55
1411,NOME 1411,1411000.55
1412,NOME 1412,1412000.55
1413,NOME 1413,1413000.55
1414,NOME 1414,1414000.55
1415,NOME 1415,1415000.55
1416,NOME 1416,1416000.55
1417,NOME 1417,1417000.55
1418,NOME 1418,1418000.55
1419,NOME 1419,1419000.55
1420,NOME 1420,1420000.55
1421,NOME 1421,1421000.55
1422,NOME 1422,1422000.55
1423,NOME 1423,1423000.55
1424,NOME 1424,1424000.55
1425,NOME 1425,1425000.55
1426,NOME 1426,1426000.55
1427,NOME 1427,1427000.55
1428,NOME 1428,1428000.55
1429,NOME 1429,1429000.55
1430,NOME 1430,1430000.55
1431,NOME 1431,1431000.55
1432,NOME 1432,1432000.55
1433,NOME 1433,1433000.55
1434,NOME 1434,1434000.55
1435,NOME 1435,1435000.55
1436,NOME 1436,1436000.55
1437,NOME 1437,1437000.55
1438,NOME 1438,1438000.55
1439,NOME 1439,1439000.55
1440,NOME 1440,1440000.55
1441,NOME 1441,1441000.55
1442,NOME 1442,1442000.55
1443,NOME 1443,1443000.55
1444,NOME 1444,1444000.55
1445,NOME 1445,1445000.55
1446,NOME 1446,1446000.55
1447,NOME 1447,1447000.55
1448,NOME 1448,1448000.55
1449,NOME 1449,1449000.55
1450,NOME 1450,1450000.55
1451,NOME 1451,1451000.55
1452,NOME 1452,1452000.55
1453,NOME 1453,1453000.55
1454,NOME 1454,1454000.55
1455,NOME 1455,1455000.55
1456,NOME 1456,1456000.55
1457,NOME 1457,1457000.55
1458,NOME 1458,1458000.55
1459,NOME 1459,1459000.55
1460,NOME 1460,1460000.55
1461,NOME 1461,1461000.55
1462,NOME 1462,1462000.55
1463,NOME 1463,1463000.55
1464,NOME 1464,1464000.55
1465,NOME 1465,1465000.55
1466,NOME 1466,1466000.55
1467,NOME 1467,1467000.55
1468,NOME 1468,1468000.55
1469,NOME 1469,1469000.55
1470,NOME 1470,1470000.55
1471,NOME 1471,1471000.55
1472,NOME 1472,1472000.55
1473,NOME 1473,1473000.55
1474,NOME 1474,1474000.55
1475,NOME 1475,1475000.55
1476,NOME 1476,1476000.55
1477,NOME 1477,1477000.55
1478,NOME 1478,1478000.55
1479,NOME 1479,1479000.55
1480,NOME 1480,1480000.55
1481,NOME 1481,1481000.55
1482,NOME 1482,1482000.55
1483,NOME 1483,1483000.55
1484,NOME 1484,1484000.55
1485,NOME 1485,1485000.55
1486,NOME 1486,1486000.55
1487,NOME 1487,1487000.55
1488,NOME 1488,1488000.55
1489,NOME 1489,1489000.55
1490,NOME 1490,1490000.55
1491,NOME 1491,1491000.55
1492,NOME 1492,1492000.55
1493,NOME 1493,1493000.55
1494,NOME 1494,1494000.55
1495,NOME 1495,1495000.55
1496,NOME 1496,1496000.55
1497,NOME 1497,1497000.55
1498,NOME 1498,1498000.55
1499,NOME 1499,1499000.55
1500,NOME 1500,1500000.55
1501,NOME 1501,1501000.55
1502,NOME 1502,1502000.55
1503,NOME 1503,1503000.55
1504,NOME 1504,1504000.55
1505,NOME 1505,1505000.55
1506,NOME 1506,1506000.55
1507,NOME 1507,1507000.55
1508,NOME 1508,1508000.55
1509,NOME 1509,1509000.55
1510,NOME 1510,1510000.55
1511,NOME 1511,1511000.55
1512,NOME 1512,1512000.55
1513,NOME 1513,1513000.55
1514,NOME 1514,1514000.55
1515,NOME 1515,1515000.55
1516,NOME 1516,1516000.55
1517,NOME 1517,1517000.55
1518,NOME 1518,1518000.55
1519,NOME 1519,1519000.55
1520,NOME 1520,1520000.55
1521,NOME 1521,1521000.55
1522,NOME 1522,1522000.55
1523,NOME 1523,1523000.55
1524,NOME 1524,1524000.55
1525,NOME 1525,1525000.55
1526,NOME 1526,1526000.55
1527,NOME 1527,1527000.55
1528,NOME 1528,1528000.55
1529,NOME 1529,1529000.55
1530,NOME 1530,1530000.55
1531,NOME 1531,1531000.55
1532,NOME 1532,1532000.55
1533,NOME 1533,1533000.55
1534,NOME 1534,1534000.55
1535,NOME 1535,1535000.55
1536,NOME 1536,1536000.55
1537,NOME 1537,1537000.55
1538,NOME 1538,1538000.55
1539,NOME 1539,1539000.55
1540,NOME 1540,1540000.55
1541,NOME 1541,1541000.55
1542,NOME 1542,1542000.55
1543,NOME 1543,1543000.55
1544,NOME 1544,1544000.55
1545,NOME 1545,1545000.55
1546,NOME 1546,1546000.55
1547,NOME 1547,1547000.55
1548,NOME 1548,1548000.55
1549,NOME 1549,1549000.55
1550,NOME 1550,1550000.55
1551,NOME 1551,1551000.55
1552,NOME 1552,1552000.55
1553,NOME 1553,1553000.55
1554,NOME 1554,1554000.55
1555,NOME 1555,1555000.55
1556,NOME 1556,1556000.55
1557,NOME 1557,1557000.55
1558,NOME 1558,1558000.55
1559,NOME 1559,1559000.55
1560,NOME 1560,1560000.55
1561,NOME 1561,1561000.55
1562,NOME 1562,1562000.55
1563,NOME 1563,1563000.55
1564,NOME 1564,1564000.55
1565,NOME 1565,1565000.55
1566,NOME 1566,1566000.55
1567,NOME 1567,1567000.55
1568,NOME 1568,1568000.55
1569,NOME 1569,1569000.55
1570,NOME 1570,1570000.55
1571,NOME 1571,1571000.55
1572,NOME 1572,1572000.55
1573,NOME 1573,1573000.55
1574,NOME 1574,1574000.55
1575,NOME 1575,1575000.55
1576,NOME 1576,1576000.55
1577,NOME 1577,1577000.55
1578,NOME 1578,1578000.55
1579,NOME 1579,1579000.55
1580,NOME 1580,1580000.55
1581,NOME 1581,1581000.55
1582,NOME 1582,1582000.55
1583,NOME 1583,1583000.55
1584,NOME 1584,1584000.55
1585,NOME 1585,1585000.55
1586,NOME 1586,1586000.55
1587,NOME 1587,1587000.55
1588,NOME 1588,1588000.55
1589,NOME 1589,1589000.55
1590,NOME 1590,1590000.55
1591,NOME 1591,1591000.55
1592,NOME 1592,1592000.55
1593,NOME 1593,1593000.55
1594,NOME 1594,1594000.55
1595,NOME 1595,1595000.55
1596,NOME 1596,1596000.55
1597,NOME 1597,1597000.55
1598,NOME 1598,1598000.55
1599,NOME 1599,1599000.55
1600,NOME 1600,1600000.55
1601,NOME 1601,1601000.55
1602,NOME 1602,1602000.55
1603,NOME 1603,1603000.55
1604,NOME 1604,1604000.55
1605,NOME 1605,1605000.55
1606,NOME 1606,1606000.55
1607,NOME 1607,1607000.55
1608,NOME 1608,1608000.55
1609,NOME 1609,1609000.55
1610,NOME 1610,1610000.55
1611,NOME 1611,1611000.55
1612,NOME 1612,1612000.55
1613,NOME 1613,1613000.55
1614,NOME 1614,1614000.55
1615,NOME 1615,1615000.55
1616,NOME 1616,1616000.55
1617,NOME 1617,1617000.55
1618,NOME 1618,1618000.55
1619,NOME 1619,1619000.55
1620,NOME 1620,1620000.55
1621,NOME 1621,1621000.55
1622,NOME 1622,1622000.55
1623,NOME 1623,1623000.55
1624,NOME 1624,1624000.55
1625,NOME 1625,1625000.55
